Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Label
3.19,0.3018873076163577,1.2036347416649529,1.3909636625956638,Walking
3.2,0.3772958957838834,1.2400033057796551,1.3702349825861773,Walking
3.21,0.4356817076643578,1.19414729015677,1.31597461432605,Walking
3.22,0.5165591515621127,1.0739729043864499,1.2458629025292567,Walking
3.23,0.6120715614985089,0.919722755282572,1.1702641872005406,Walking
3.24,0.728381028437185,0.7861078132089926,1.1025911436401576,Walking
3.25,0.8554741545622285,0.7204862736107258,1.0568661142074662,Walking
3.26,0.9586891782031728,0.7465767652582294,1.050159776557338,Walking
3.27,1.0226208719509218,0.8691230139055952,1.0818624636306708,Walking
3.28,1.066525770066846,1.0629042109602362,1.1355131648316954,Walking
3.29,1.1042685772191316,1.2866499423615556,1.1976992048601554,Walking
3.3,1.1427816457418718,1.497745738418631,1.2367178966427186,Walking
3.31,1.182835237005522,1.6732635913200191,1.234279228406308,Walking
3.32,1.2090241236009853,1.783159904623141,1.1812381942643864,Walking
3.33,1.2097943849714403,1.8045066705165531,1.0806431295124659,Walking
3.34,1.166659748225971,1.729397679410103,0.9257876965004178,Walking
3.35,1.0403368834713824,1.5436017540415161,0.7043566206343715,Walking
3.36,0.7788562560430888,1.2094062746657646,0.3574560640050202,Walking
3.37,0.3367262294020287,0.6915495465107669,-0.36743806926791234,Walking
3.38,-0.30721227629819103,-0.032659251947214,-1.409968740333274,Walking
3.39,-1.0358795327484394,-0.8643925008312708,-2.3988487101976106,Walking
3.4,-1.6574804587054697,-1.6162730328547863,-3.194951955973721,Walking
3.41,-1.967533768154644,-2.115392044281122,-3.750358646816145,Walking
3.42,-1.8026978348773148,-2.222916494707198,-3.7826710009485796,Walking
3.43,-1.211907363738477,-1.9556866105600388,-3.319933703089744,Walking
3.44,-0.4162273680586602,-1.4892202447410334,-2.7358726604695005,Walking
3.45,0.3440206045802357,-1.0314507094711962,-2.1463246143173347,Walking
3.46,0.8793522570463275,-0.7152023258650907,-1.5361088548615915,Walking
3.47,1.077309429253213,-0.6606494796930376,-0.9747274268399628,Walking
3.48,1.0064453831713709,-0.8638390661599602,-0.5233909029863448,Walking
3.49,0.768742724249017,-1.256777682790546,-0.1600293357612246,Walking
3.5,0.4547841896516372,-1.777796894781605,0.15394919967658888,Walking
3.51,0.15053094832198785,-2.345462743354564,0.48079171006146615,Walking
3.52,-0.04596272728103371,-2.7621199887556074,0.8546395507031502,Walking
3.53,-0.06213821606058469,-2.8040228995834164,1.2111118801604115,Walking
3.54,0.05001183947763538,-2.4767058225510974,1.5086294050024558,Walking
3.55,0.26075535043407094,-1.8599424124232906,1.6927488568514264,Walking
3.56,0.5388197051682567,-1.0498721778162516,1.692139189792324,Walking
3.57,0.7953937676667534,-0.2173483079731796,1.5415514261939938,Walking
3.58,0.9687025760190854,0.45151702335373317,1.3549933061086132,Walking
3.59,1.1142819750350441,0.9685831305497152,1.1684351860232332,Walking
3.6,1.2521587603464548,1.386742555772888,1.0099217506565699,Walking
3.61,1.3592250908396732,1.7309789213281337,0.9068880176682389,Walking
3.62,1.4100623412896904,1.973699555745819,0.8599436541173425,Walking
3.63,1.383873454694227,2.0646209660325745,0.8715273282402911,Walking
3.64,1.275266601460099,2.0053243941064296,0.951393712982725,Walking
3.65,1.0726878610304844,1.7839505255821562,1.0702787895077224,Walking
3.66,0.7832236380135674,1.3814453953474857,1.2019668742738734,Walking
3.67,0.43907085769435905,0.8335450707499082,1.323290619035281,Walking
3.68,0.09014245687833089,0.22951065806224719,1.4098633414278428,Walking
3.69,-0.22412418226723088,-0.37610499654344437,1.4433950296784832,Walking
3.7,-0.4675267753309502,-0.8694524749689686,1.4202276814325863,Walking
3.71,-0.6009360446937231,-1.1350220551021954,1.3153649472669475,Walking
3.72,-0.6342113358973708,-1.1619031677087144,1.1501451742501565,Walking
3.73,-0.6034008810791786,-0.9879665567253565,0.9562710494555456,Walking
3.74,-0.5335381747789274,-0.6702159932971223,0.7556905870108063,Walking
3.75,-0.43378932730502967,-0.3145156238361554,0.574009803398246,Walking
3.76,-0.3388931264649973,-0.011470610245604957,0.4557343939323514,Walking
3.77,-0.24915767680701212,0.23599374992617242,0.384403348017353,Walking
3.78,-0.1663237690283021,0.44788016694226296,0.33294744822909766,Walking
3.79,-0.10616635599578154,0.6432426059149344,0.27173687549520165,Walking
3.8,-0.09884887297646085,0.8362331820105602,0.190547513234515,Walking
3.81,-0.14829965295965952,1.01388571150129,0.08714798001072246,Walking
3.82,-0.2480485004335572,1.1427569278207779,-0.03813860063485169,Walking
3.83,-0.376327829069101,1.198100394951846,-0.18238582681851512,Walking
