Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Label
2.31,1.385491687229731,1.5242659799226446,0.5478367746935897,Walking
2.32,1.4379843624704851,1.4117801702296522,0.6129781961184351,Walking
2.33,1.5398358218928445,1.2493006673397742,0.6968891796487443,Walking
2.34,1.7161171939700053,1.0730071176454938,0.7598224172964765,Walking
2.35,1.919036640049937,0.9210526027970656,0.7995697252845178,Walking
2.36,2.0788650840665626,0.8361948867128784,0.8282761143869918,Walking
2.37,2.1376255414256162,0.8532979922802338,0.8691275142635899,Walking
2.38,2.0686799381243266,0.9526275669214144,0.961871232902353,Walking
2.39,1.8822134201049296,1.071033682387722,1.1385259350714252,Walking
2.4,1.6275847715490313,1.146682033935641,1.3814261505538994,Walking
2.41,1.3612040315213216,1.133525798883829,1.6629695821358588,Walking
2.42,1.1504498577935165,1.0235396738506808,1.902557521952663,Walking
2.43,1.039980197958496,0.8357673090736945,2.0394649161336935,Walking
2.44,1.0243107426627485,0.5978367981616749,2.068171305236168,Walking
2.45,1.0736695268443535,0.3458948969194757,2.0350485485794674,Walking
2.46,1.1386977663217062,0.12026546578090046,2.025111721582457,Walking
2.47,1.1669027858540517,-0.05129183929472761,2.12447999155256,Walking
2.48,1.1253787293203203,-0.15493008091537644,2.327632899046993,Walking
2.49,1.0117751784261504,-0.19393831784399893,2.579365849637921,Walking
2.5,0.8582145165278238,-0.17420396526628104,2.812329238123385,Walking
2.51,0.725024146513969,-0.10737029120307613,2.96138164307854,Walking
2.52,0.6427595062112941,-0.03415584313974261,3.017690329394932,Walking
2.53,0.603585867971925,0.0004450550465229289,3.040876259054622,Walking
2.54,0.584782521617028,-0.008764309489745459,3.082831750819777,Walking
2.55,0.5589279203790444,-0.0581001909340404,3.1369322533590562,Walking
2.56,0.5119195544918015,-0.13677447654387592,3.2561741773231794,Walking
2.57,0.4586434064862596,-0.2001217483183506,3.3467097121848295,Walking
2.58,0.3889143304201828,-0.23209139949425367,3.3588547229589527,Walking
2.59,0.2847124527034613,-0.2505101285667904,3.325731966302252,Walking
2.6,0.178316851245335,-0.24656325805124688,3.270527371874417,Walking
2.61,0.076935475481848,-0.22682890547352882,3.1027054048137983,Walking
2.62,-0.044275595958407646,-0.2241976584631665,2.9105934162049323,Walking
2.63,-0.18161837162563546,-0.2301179642364819,2.7151691519303953,Walking
2.64,-0.30274326106176447,-0.23603827000979727,2.4888303147762714,Walking
2.65,-0.40663174967257115,-0.26037730485564936,2.2514505587365807,Walking
2.66,-0.4982980631526947,-0.3018194452688571,2.0350485485794674,Walking
